update,transitions,mean_reward,mean_length,loss,policy_loss,value_loss,entropy,gradient_norm,fruit_rate,wall_rate,self_bite_rate,win_rate
65,66560,0.0005859374068677425,1.0,-0.03938457742333412,-0.028978794813156128,0.0034789759665727615,1.2145271301269531,0.23907913267612457,0.0087890625,0.0205078125,0.0087890625,0.0
66,67584,0.0026367187965661287,1.015625,-0.009266635403037071,0.0004679486155509949,0.004740340635180473,1.2104754447937012,0.28071045875549316,0.01171875,0.0126953125,0.009765625,0.0
67,68608,0.0011718750465661287,1.015625,0.0010667769238352776,0.012184747494757175,0.001847496721893549,1.204171895980835,0.22645069658756256,0.0048828125,0.0029296875,0.0048828125,0.0
68,69632,-0.0008789062849245965,1.0,-0.023006398230791092,-0.011394107714295387,0.0008811942534521222,1.2052888870239258,0.25693729519844055,0.0,0.0068359375,0.0009765625,0.0
69,70656,0.001171874813735485,1.015625,-0.02913103625178337,-0.018538694828748703,0.002695450559258461,1.1940065622329712,0.28504735231399536,0.0078125,0.013671875,0.0068359375,0.0
70,71680,0.0015624999068677425,1.03125,-0.003723300062119961,0.006672520190477371,0.003000799100846052,1.1896220445632935,0.23280225694179535,0.005859375,0.005859375,0.00390625,0.0
71,72704,0.0029296875,1.03125,0.012396974489092827,0.021582607179880142,0.005445886868983507,1.1908576488494873,0.19278253614902496,0.01171875,0.0078125,0.0107421875,0.0
72,73728,0.0007812501862645149,1.03125,-0.023623500019311905,-0.013140110298991203,0.0029184268787503242,1.1942603588104248,0.25439736247062683,0.0048828125,0.0068359375,0.0048828125,0.0
73,74752,9.765627328306437e-05,1.015625,-0.06904875487089157,-0.058639004826545715,0.0028613610193133354,1.1840431690216064,0.25130248069763184,0.0068359375,0.017578125,0.0078125,0.0
74,75776,0.003515625139698386,1.0,0.026310276240110397,0.03480083495378494,0.006735109258443117,1.1858112812042236,0.256978303194046,0.01171875,0.00390625,0.009765625,0.0
75,76800,-0.0003906249185092747,1.015625,-0.04124324023723602,-0.03023369237780571,0.0018720669904723763,1.1945581436157227,0.49154072999954224,0.0029296875,0.0146484375,0.001953125,0.0
76,77824,0.0010742187732830644,1.015625,0.02375352382659912,0.03395326808094978,0.0033308512065559626,1.1865168809890747,0.27064618468284607,0.005859375,0.0068359375,0.005859375,0.0
77,78848,0.0003906249185092747,1.015625,0.001006600446999073,0.011935532093048096,0.0020216885022819042,1.1939775943756104,0.21434694528579712,0.0048828125,0.0107421875,0.0048828125,0.0
78,79872,0.0002929687616415322,1.015625,-0.025003597140312195,-0.014390029013156891,0.00270223175175488,1.196468472480774,0.2799026072025299,0.0068359375,0.017578125,0.0068359375,0.0
79,80896,0.0034179689828306437,1.03125,-0.019134432077407837,-0.009969685226678848,0.005546512082219124,1.193800449371338,0.4074956774711609,0.0146484375,0.015625,0.01171875,0.0
80,81920,-9.765615686774254e-05,1.015625,-0.08090263605117798,-0.07026483863592148,0.0027839792892336845,1.2029788494110107,0.3547396659851074,0.0068359375,0.021484375,0.0068359375,0.0
81,82944,0.0023437500931322575,1.0625,-0.02225201576948166,-0.012483075261116028,0.004543596412986517,1.2040740251541138,0.359051376581192,0.0107421875,0.0166015625,0.0068359375,0.0
82,83968,0.0017578124534338713,1.046875,-0.03431357443332672,-0.024393685162067413,0.004098753444850445,1.1969268321990967,0.3232820928096771,0.0107421875,0.0166015625,0.009765625,0.0
83,84992,0.0005859374650754035,1.015625,-0.04994221404194832,-0.039411645382642746,0.0030075954273343086,1.2034367322921753,0.2664303183555603,0.0087890625,0.0185546875,0.009765625,0.0
84,86016,0.003515625139698386,1.09375,-0.009557103738188744,0.00016793608665466309,0.004576339386403561,1.2013208866119385,0.23848272860050201,0.0146484375,0.0185546875,0.009765625,0.0
85,87040,0.0005859374068677425,1.046875,-0.037918172776699066,-0.028693873435258865,0.005662478972226381,1.2055538892745972,0.13491332530975342,0.01171875,0.0234375,0.0146484375,0.0
86,88064,0.0004882813082076609,1.03125,-0.02593233808875084,-0.015110395848751068,0.0027313181199133396,1.2187601327896118,0.261573851108551,0.0078125,0.0185546875,0.0078125,0.0
87,89088,9.765627328306437e-05,1.015625,-0.0371071882545948,-0.027503926306962967,0.005062320735305548,1.213442087173462,0.2953410744667053,0.0107421875,0.033203125,0.009765625,0.0
